6,47,38,37.7917286,-122.4186108,33.921,0,0.004,10.55,12.145,180,0.223,3,13,1.4
6,47,39,37.7917245,-122.4186127,33.993,0,0.006,7.841,6.521,180,0.285,3,13,1.4
6,47,40,37.7917252,-122.4186132,34.072,0,0.008,7.573,6.949,180,0.301,3,13,1.4
6,47,41,37.7917262,-122.4186134,34.178,0,0.011,6.467,6.246,180,0.302,3,13,1.4
6,47,42,37.7917251,-122.4186123,34.102,0,0.012,5.695,5.669,180,0.231,3,13,1.4
6,47,43,37.7917251,-122.4186112,34.004,0,0.023,5.169,5.261,180,0.309,3,13,1.4
6,47,44,37.7917257,-122.4186102,34.004,0,0.005,4.79,4.932,180,0.267,3,13,1.4
6,47,45,37.7917258,-122.4186101,33.963,0,0.017,4.466,4.667,180,0.24,3,13,1.4
6,47,46,37.7917258,-122.4186094,33.954,0,0.012,4.228,4.445,180,0.199,3,13,1.4
6,47,47,37.7917263,-122.4186084,34.076,0,0.009,4.025,4.239,180,0.252,3,13,1.4
6,47,48,37.791727,-122.4186083,34.147,0,0.017,3.854,4.07,180,0.245,3,13,1.39
6,47,49,37.7917282,-122.4186085,34.239,0,0.007,3.708,3.935,180,0.295,3,13,1.39
6,47,50,37.7917285,-122.4186085,34.234,0,0.021,3.574,3.805,180,0.307,3,13,1.39
6,47,51,37.7917293,-122.4186089,34.288,0,0.007,3.446,3.675,180,0.295,3,13,1.39
6,47,52,37.7917291,-122.4186093,34.238,0,0.054,3.346,3.588,127.47,0.312,3,13,1.39
6,47,53,37.7917292,-122.4186096,34.254,0,0.007,3.262,3.507,127.47,0.25,3,13,1.39
6,47,54,37.7917297,-122.4186101,34.223,0,0.016,3.18,3.441,127.47,0.142,3,13,1.39
6,47,55,37.7917304,-122.4186107,34.199,0,0.001,3.1,3.374,127.47,0.198,3,13,1.39
6,47,56,37.7917308,-122.4186113,34.084,0,0.009,3.03,3.307,127.47,0.209,3,13,1.39
6,47,57,37.7917315,-122.4186119,33.987,0,0.003,2.966,3.252,127.47,0.214,3,13,1.39
6,47,58,37.7917319,-122.4186124,33.861,0,0.013,2.903,3.197,127.47,0.3,3,13,1.39
6,47,59,37.7917331,-122.4186129,33.799,0,0.015,2.841,3.143,127.47,0.265,3,13,1.39
6,48,0,37.7917343,-122.4186135,33.69,0,0.014,2.774,3.087,127.47,0.288,3,13,1.39
6,48,1,37.7917354,-122.4186142,33.535,0,0.008,2.715,3.038,127.47,0.18,3,13,1.39
6,48,2,37.7917364,-122.4186149,33.356,0,0.013,2.665,2.998,127.47,0.29,3,12,1.49
6,48,3,37.7917374,-122.4186157,33.209,0,0.005,2.617,2.958,127.47,0.205,3,12,1.49
6,48,4,37.7917382,-122.4186167,32.965,0,0.005,2.576,2.92,127.47,0.23,3,12,1.49
6,48,5,37.7917386,-122.4186176,32.717,0,0.022,2.54,2.888,127.47,0.277,3,12,1.49
